Yököttävään oloon imeskele muutama karkea suolarae.	['0.1337', '0.7396', '0.1267']	'neutral' with confidence 73.96%
"Eräässä toisessa kirjoituksessa Lapinlahti palstalla poliisi kertoo, että ""me vain pläjäytimme asian kokoon!!"""	['0.0006', '0.9332', '0.0662']	'neutral' with confidence 93.32%
leikkiä nyt täällä,mutta ei oikeessa elämässä,koska tunteilla en leiki koskaan.Ne ovat aitoja,tärkeitä ja arvokkaita.Kaikissa meissä	['0.0006', '0.962', '0.0374']	'neutral' with confidence 96.20%
Unikulman myymälässä täyttämääni kaavakkeeseen toivoin vaihtoehdoista nimenomaan kovan patjan, en pehmeää.	['0.0008', '0.953', '0.0462']	'neutral' with confidence 95.30%
"Mieluummin musta maahamuuttaja kuin kuhmosta karanut ""nätti"" Puuma!"	['0.3357', '0.3954', '0.2689']	'neutral' with confidence 39.54%
Pattayan loman aikana ei voinut olla näkemättä iltaisin näiden petojen touhuja.	['0.0009', '0.9732', '0.0259']	'neutral' with confidence 97.32%
Onkohan ainut työpaikka Lapualla missä saa pestä autoa työaikana , tai notkua päivät kahvia ryystäen ?	['0.0006', '0.9686', '0.0308']	'neutral' with confidence 96.86%
Painaako SRK:n sana enemmän kuin Raamatun sana?	['0.0353', '0.9438', '0.0209']	'neutral' with confidence 94.38%
Eivätpä vain tajua, että se vasemmistolainen unelma tarkoittaa lopultakin kovaa työntekoa - koska tuet eivät riitä äärettömiin, etenkään kun suomeen otetaan kehitysmaista elinikäistyöttömiä jatkuvalla syötöllä - ja vieläpä sellaista työntekoa, jolla ei saa vasemmistoaatteiden mukaan rikastua!	['0.0044', '0.0022', '0.9935']	'positive' with confidence 99.35%
Se mikä minua oikeasti pelottaa että olet yli 20-vuotias tai täysi-ikäinen eli 18.	['0.0009', '0.9658', '0.0333']	'neutral' with confidence 96.58%
vauvan kastamisella on just saman verran Raamatullista merkitystä kuin saunassa tänä iltana eli ei yhtään mitään.	['0.0015', '0.8721', '0.1264']	'neutral' with confidence 87.21%
Siispä vilkaisu peräpeiliin.	['0.34', '0.4943', '0.1657']	'neutral' with confidence 49.43%
"""Venäjä on ennemmin natossa kuin Suomi."	['0.6107', '0.3639', '0.0253']	'negative' with confidence 61.07%
Kaupungingohtaja pelissä tippui ensin Seinäjon valtuuston puheenjohtaja ja sitten Seinäjoen päivähoitotäti.	['0.0021', '0.9435', '0.0544']	'neutral' with confidence 94.35%
Viimeinen kommentti antaa kyllä viitettä siitä, että jonkinlaisesta huumorista taitaa olla kysymys.	['0.0007', '0.9392', '0.0601']	'neutral' with confidence 93.92%
Niin ja mitäs Enqvistin kirjoituksesta jätit tälläkin kertaa mainitsematta ....	['0.3164', '0.6511', '0.0326']	'neutral' with confidence 65.11%
"Neffen tavoite on ""pärjääminen"", fiksu, kielitaitoinen ihminen sen sijaan tekee mitä haluaa ja asettaa itse rajansa."	['0.0016', '0.8453', '0.1531']	'neutral' with confidence 84.53%
Tempullaan Donald loukkasi samalla kertaa sekä kristinuskoa, Jumalaa, Arnoldia, jokaista rukousaamiaiselle saapunutta kristittyä, että jokaista kristittyä.	['0.0011', '0.9096', '0.0894']	'neutral' with confidence 90.96%
Lataat paukut siihen ikiomaan tekemiseesi.	['0.2118', '0.6935', '0.0947']	'neutral' with confidence 69.35%
ei tässä sellasta ole ei uutta eikä vanhaa mutta voi olla jotkin toiset ovat ainakin helpommin tavoitettavissa joille kertookin.	['0.0028', '0.9062', '0.091']	'neutral' with confidence 90.62%
Lopeta ennenkuin Konstin Joke tulee kylään.	['0.8335', '0.1132', '0.0533']	'negative' with confidence 83.35%
Turhia symbooleja!	['0.8158', '0.0779', '0.1063']	'negative' with confidence 81.58%
Hyvä kun viihdyttää täällähän me molemmat!	['0.1175', '0.368', '0.5144']	'positive' with confidence 51.44%
Vai että ihan mestari ja että maa tärisee.	['0.014', '0.3376', '0.6484']	'positive' with confidence 64.84%
Täysin samaa mieltä miksi kirkon pitää muuttua ja naispapeutta en koskaan hyväksy ja jos nainen valitaan eroan heti osta.	['0.0032', '0.7935', '0.2033']	'neutral' with confidence 79.35%
Kiinostus siitä.	['0.3393', '0.3507', '0.31']	'neutral' with confidence 35.07%
Tyhjäksi on käynyt minun säästöpossuni.	['0.3909', '0.4484', '0.1607']	'neutral' with confidence 44.84%
Niinkö toimii rauhantahtoinen maa?	['0.0813', '0.1424', '0.7763']	'positive' with confidence 77.63%
Ja mulla sitten menee taas pää jäähän.	['0.0819', '0.8614', '0.0567']	'neutral' with confidence 86.14%
vihreät ajaa pakko kulttuuri marxismia, ja kokoomus kepuli ajaa keinottelun asiaa...	['0.001', '0.9241', '0.0748']	'neutral' with confidence 92.41%
Hänelle, joka meitä rakastaa ja on päästänyt meidät synneistämme verellänsä	['0.0144', '0.138', '0.8476']	'positive' with confidence 84.76%
Pakko painaa kokkareiden tahtiin köyhää kyykkyyn.	['0.2124', '0.7556', '0.0319']	'neutral' with confidence 75.56%
Minä syön riisinjyviä ja kastiketta koska kaljaan meni niin paljon rahaa ettei ruokaa voinut ostaa.	['0.0009', '0.8745', '0.1246']	'neutral' with confidence 87.45%
Tajuaakohan nää lättyfundamentalistit miten miljoonalla eri tavalla lättyteoria voidaan murskata ?	['0.0032', '0.9461', '0.0506']	'neutral' with confidence 94.61%
Olen niistä kiitollinen myös siksi, kun tiedän, ettei minkäään sellaisen vuoksi, jota ei ole niin suunnattomasti rakastanut, ei voisi näin paljon itkeä, eikä sellaista näin äärettömästi kaivata.	['0.0025', '0.0026', '0.9949']	'positive' with confidence 99.49%
Tottakai, Jan Vapaavuori aloittaa.	['0.1539', '0.7989', '0.0473']	'neutral' with confidence 79.89%
Eikös tämä ollutkaan Raamattu-palsta?	['0.2629', '0.705', '0.0321']	'neutral' with confidence 70.50%
Kukaan ei huomaisi vaikka puuttuisivat kokonaan.	['0.3285', '0.6448', '0.0267']	'neutral' with confidence 64.48%
Itseasiassa intiassakin on jatkuvia väkivaltaisuuksia eritoten rajaseuduilla mm.muslimien ja hindujen välillä.	['0.0017', '0.9354', '0.0629']	'neutral' with confidence 93.54%
Tästä tuleva säästö kohdistettava vähävaraisille kantasuomalaisille vanhuksille	['0.1053', '0.7457', '0.149']	'neutral' with confidence 74.57%
Ehkä tässä käy niin, että koleilla Helsingin kaduilla marssivat 9. pnä toukokuuta yrjönnauhan alla ainoastaan muutamat tosiuskovat.	['0.0012', '0.9366', '0.0622']	'neutral' with confidence 93.66%
Olen puoliksi jossain tilassa.	['0.0626', '0.2312', '0.7061']	'positive' with confidence 70.61%
Kesä tulee ja on aika palata ihmisten ilmoille.	['0.0115', '0.7144', '0.2741']	'neutral' with confidence 71.44%
Tietenkin aina kannattaa miettiä, mitä tällaisen viestin taustalla on.	['0.0028', '0.9317', '0.0655']	'neutral' with confidence 93.17%
Ei johtajia kiinnosta, kun saa vero rahoilla mällätä.	['0.4542', '0.4671', '0.0787']	'neutral' with confidence 46.71%
Hän tuli kirkastamaan Isäänsä.	['0.5563', '0.2816', '0.1621']	'negative' with confidence 55.63%
aloitus on normaalia painonhallintaa...mutta eihän lchf-pellet näitä normi asioita hiffaa.	['0.0032', '0.9181', '0.0787']	'neutral' with confidence 91.81%
Kehtaanko naisena ottaa yhetyttä ja ehdottaa treffejä?	['0.0713', '0.8285', '0.1002']	'neutral' with confidence 82.85%
Mielipiteitä on monia, joku pieni(hyvin)osa voi nähdä sympatiaa murhaajia kohtaa, tämä on sinänsä sääli:(	['0.0008', '0.9403', '0.0589']	'neutral' with confidence 94.03%
Se että maan päälle ilmestyy taikaiskusta miljardeja kuutiokilometrejä sulaa vettä merkitsee, että mitään jääkautta ei missään nimessä voi olla.	['0.0088', '0.843', '0.1483']	'neutral' with confidence 84.30%
enkä haluakaan tietää..	['0.4205', '0.431', '0.1484']	'neutral' with confidence 43.10%
Minun näkemykseni abortista perustuu kuitenkin realismiin: niin kauan kuin ehkäisymenetelmiä ei idioottivarmoiksi saada, ei-toivottuja raskauksiakin tapahtuu.	['0.0018', '0.9033', '0.0949']	'neutral' with confidence 90.33%
Pieni lapsi ei herjaa, joten hän on vastaanottavaisempi, mutta Älkää estäkö heitä	['0.0015', '0.8486', '0.1499']	'neutral' with confidence 84.86%
Valitettavasti tänään ei onnistu.	['0.8284', '0.1295', '0.0421']	'negative' with confidence 82.84%
Kissaa ei pidä mennä tavoittelemaan , jos se on asettunut piiloon huonekalun taakse tai alle.	['0.0012', '0.9523', '0.0465']	'neutral' with confidence 95.23%
Venäjä lavastaa aina kaikki sotansa puolustussodiksi.	['0.6753', '0.2929', '0.0318']	'negative' with confidence 67.53%
palijoo se betoni tuottaa kämäkeen	['0.445', '0.4545', '0.1005']	'neutral' with confidence 45.45%
"Kunnon lonkkua saat kun mittaat lasiin 4 cl giniä ja greippijuomaa lisukkeeksi, kyllä myyjät tuohon kykenevät, tunnetaan yleisesti nimellä ""talon lonkero"", huomattavati parempaa kuin jostain tölkistä tai hanasta nautittuna"	['0.0022', '0.0019', '0.9959']	'positive' with confidence 99.59%
Meillä joku heittää kananmunan ja rasistit laittaa munaa piiloon ja väkisin.	['0.0016', '0.9504', '0.048']	'neutral' with confidence 95.04%
Nordea ja pian myös Danske Bank, joilla on Suomessa vain sivuliike, kuuluvat näihin.	['0.0012', '0.9334', '0.0654']	'neutral' with confidence 93.34%
Järkevämpiäkin tapoja olisi tulla kuulluksi kuin tuommoinen.	['0.5703', '0.3113', '0.1184']	'negative' with confidence 57.03%
En minä saa mistään ihmisen verta hommattua en SPR:ltä enkä muualtakaan höh!	['0.0009', '0.9438', '0.0554']	'neutral' with confidence 94.38%
Toisen luomiskertomuksen mukaan ei luotu jumalan kuvaksi vaan maanviljelijäksi Eedenin puutarhaan.	['0.001', '0.9672', '0.0318']	'neutral' with confidence 96.72%
Tiesin ettei heistä mitään tule, eikä tullutkaan.	['0.2586', '0.6684', '0.073']	'neutral' with confidence 66.84%
Juoruun farkuist seuraavaa:	['0.2496', '0.6056', '0.1447']	'neutral' with confidence 60.56%
'' Ethän sinä reppana voi tietää, koska kusetan sinua ja muita tekemällä tahallani virheitä ja koska en.	['0.0051', '0.7048', '0.2901']	'neutral' with confidence 70.48%
Noin ei sano yksikään lääkäri, se olisi häneltä vakava virkavirhe.	['0.1811', '0.785', '0.0338']	'neutral' with confidence 78.50%
Miltä kuulostaa tällainen laitupaikkasopimus Kantolassa?	['0.3518', '0.588', '0.0601']	'neutral' with confidence 58.80%
"Tuo terroriteko ei vain kohdistu koko tuohon ""viattomaan massaan"" vaan vain muutamaan heistä."	['0.0009', '0.9446', '0.0545']	'neutral' with confidence 94.46%
Nyt on turhaa mestarin ja s.p:n loruilu jostain yhden saamattoman 1800 luvun sosiaalitapauksen haaveista, heidänkin pitäisi alkaa siirtyä tähän päivään ja sen todellisiin ongelmiin jotka sosialismin konstein ei ole voitettavissa.	['0.0032', '0.0013', '0.9955']	'positive' with confidence 99.55%
Päivän kuluessa tuli uusi viesti että lento lykkääntyy jälleen ja yhtiö vaihtuu.	['0.0038', '0.8995', '0.0967']	'neutral' with confidence 89.95%
"Sokeahan ei näe itse lukea Raamattua, joten hänelle voi syöttää ihan mitä tahansa pajunköyttä ""jatkuvasta valon ja totuuden lähteestä""...joka on siis tämä amerikkalainen rouvashenkilö..."	['0.0111', '0.0113', '0.9776']	'positive' with confidence 97.76%
Eikö faktat taaskaan kelpaa?	['0.4589', '0.4717', '0.0694']	'neutral' with confidence 47.17%
Kyllä Suomi ja Suomalaiset ovat uhreja ja kärsivät rasitisista hyökkäyksistä omassa maassaan !	['0.0027', '0.9335', '0.0638']	'neutral' with confidence 93.35%
"""Orjan osa"" viittaa ihmiseksi tulemiseen."	['0.0838', '0.2603', '0.6559']	'positive' with confidence 65.59%
Näyttää länkyttäjä-Lasse päässeen taas normivauhtiin.	['0.3652', '0.4852', '0.1496']	'neutral' with confidence 48.52%
Rajat kiinni kaikilta joiden taustoja ja henkilöllisyyttä ei voida varmistaa.	['0.0021', '0.9742', '0.0236']	'neutral' with confidence 97.42%
turhapuro vai ahkera ,kaukaa haettu ,laiskin työntekijä	['0.0454', '0.9229', '0.0317']	'neutral' with confidence 92.29%
"""Muut EU-johtajat ovat kauhuissaan."""	['0.4489', '0.4759', '0.0752']	'neutral' with confidence 47.59%
PoweriGymin Bläkfridaymainostusta :D	['0.0475', '0.0561', '0.8963']	'positive' with confidence 89.63%
Sen näkee ihan ulkopuolisen silmin.	['0.2515', '0.5992', '0.1493']	'neutral' with confidence 59.92%
"Onko kellään kokemuksia ko. pateista""?"	['0.0279', '0.9539', '0.0182']	'neutral' with confidence 95.39%
Pelasin vielä 50e ja totesin , että se HUIJJAUS on TOSI ! !	['0.0054', '0.6405', '0.3541']	'neutral' with confidence 64.05%
Värit, jonkinlainen kukkopoikamainen röyhkeys, pinnallisuus, kulttuurin jonkinlainen homoistuminen.	['0.0713', '0.8596', '0.0691']	'neutral' with confidence 85.96%
Ja pitäisihän se onnistua myös vanhemmalla versiolla jos on onnistuakseen..	['0.0037', '0.8998', '0.0965']	'neutral' with confidence 89.98%
Vaarallisia aseita umpitollojen käsissä	['0.8962', '0.0656', '0.0383']	'negative' with confidence 89.62%
Huonot työyhteisöt ja huono johtaminen on ollut ihmeen pitkään Tabu..	['0.0815', '0.8496', '0.0689']	'neutral' with confidence 84.96%
Seija Häpyumpu on seksikkäämpi kuin Jenni Kivessilta!	['0.2617', '0.5919', '0.1463']	'neutral' with confidence 59.19%
Kapelimestari löi soiton seis- ja kysy syytä.	['0.0433', '0.7591', '0.1976']	'neutral' with confidence 75.91%
Nauroin ääneen, kun luin tuhnuasi Herra 40x.	['0.0184', '0.2412', '0.7404']	'positive' with confidence 74.04%
Miten tässä on näin päässyt käymään.	['0.0452', '0.4995', '0.4553']	'neutral' with confidence 49.95%
Ainoa mikä on tiedossa, on asumistuen kytkentä kuluttajahintaindeksiin.	['0.0547', '0.8379', '0.1074']	'neutral' with confidence 83.79%
Laulumaakari voisi esittää nimeksi Ryysyrantaa.	['0.3004', '0.6577', '0.0419']	'neutral' with confidence 65.77%
Jeesus-nimi ei merkitse edes mitään, mutta Jeshua merkitsee.	['0.0954', '0.8323', '0.0722']	'neutral' with confidence 83.23%
Varsinainen kaksois-, kolmois-, mikä lie agentti.!	['0.1871', '0.7557', '0.0572']	'neutral' with confidence 75.57%
Päästän pyllystäni biokaasua!	['0.6459', '0.2866', '0.0675']	'negative' with confidence 64.59%
HALUAISIN KISKONI KUTISTUVAN NAPAKAMMAKSI.	['0.2373', '0.3963', '0.3664']	'neutral' with confidence 39.63%
Onhan se mukava kaupoissa ja marketeissa käydä, melkein aina siellä tuttuja näkee, joskus jopa lapsuus kavereitakin, aina silloin jokunen sana vaihdetaan.	['0.0341', '0.0649', '0.901']	'positive' with confidence 90.10%
Minulla on vain kaksi laskua netti ja vuokra lasku.	['0.0111', '0.8532', '0.1357']	'neutral' with confidence 85.32%
Toki, saisin hänet takaisin sormia napsauttamalla.. 	['0.4572', '0.4437', '0.099']	'negative' with confidence 45.72%
Miettikääpä, miten kemikaalit liittyvät tähänkin ongelmaan.	['0.3998', '0.5487', '0.0514']	'neutral' with confidence 54.87%
Sen voisi antaa kommunisteille leikkikentäksi.	['0.226', '0.6536', '0.1204']	'neutral' with confidence 65.36%
Olennaista on juuri se et nää naiset ei tiedä toisistaan.	['0.2514', '0.7104', '0.0383']	'neutral' with confidence 71.04%
"Noin kahden päivän jälkeen Työmies Mattin Putkonen: ""Perussuomalaiset eivät esitä eivätkä hyväksy työehtosopimusten lainsuojan purkamista eivätkä ns."	['0.0016', '0.886', '0.1123']	'neutral' with confidence 88.60%
Moraalia joko on tai ei ole ja Pöystillä sitä ei tunnu olevan riittävästi.	['0.0006', '0.9718', '0.0276']	'neutral' with confidence 97.18%
Kiire painon pudotuksella ei sinäänsä ole.	['0.2208', '0.7456', '0.0336']	'neutral' with confidence 74.56%
Joka sen uskoo ja saa kasteen, on pelastuva.	['0.221', '0.6094', '0.1696']	'neutral' with confidence 60.94%
Unisieppari ja bumtsibums vain puuttuu ämmämäisestä avautumisestasi.	['0.1216', '0.775', '0.1034']	'neutral' with confidence 77.50%
Latausreleen tilastoista näkyy, että aurinkopaneli tuotta keskimäärin 3/4 sähköistä, tuuliturbiini sitten loput.	['0.0021', '0.9319', '0.066']	'neutral' with confidence 93.19%
Yksi mies täällä samassa tilanteessa.	['0.5907', '0.3011', '0.1082']	'negative' with confidence 59.07%
Orjatyötähän on oman määritelmäni mukaan minimipalkalla tehtävä paskatyö joka tapauksessa.	['0.0177', '0.8239', '0.1584']	'neutral' with confidence 82.39%
Sai pakit Martinalta aikoinaan.	['0.2778', '0.6664', '0.0558']	'neutral' with confidence 66.64%
"Uurna ja ääni "" Väyrysen Paavo sai kerättyä tarpeeksi kannattaja kortteja."	['0.0083', '0.9421', '0.0495']	'neutral' with confidence 94.21%
Li edustaa suomenruotsalaista dekdenssia, jonka on kiva slummailla kommareiden joukossa niin kauan, kun ei tarvitse oikeasti pistää nyrkkejä saveen.	['0.0125', '0.2366', '0.751']	'positive' with confidence 75.10%
Nyt, kun salaiset pankkitilit avataan ensi vuonna ja varojen piilottelijat paljastuvat, jos ei heidän varojaan saada uuteen piiloon.	['0.002', '0.8496', '0.1484']	'neutral' with confidence 84.96%
Hyvä ja halpa konsepti.	['0.0618', '0.0952', '0.843']	'positive' with confidence 84.30%
Johtajien ja esimiesten ylimielinen asenne työntekijöitä kohtaan.	['0.3992', '0.5441', '0.0567']	'neutral' with confidence 54.41%
"""Mun velvollisuus on korjata nämä..."	['0.6495', '0.2294', '0.1211']	'negative' with confidence 64.95%
Moi, ihan ok päivä mulla on ollu.	['0.0166', '0.2285', '0.7549']	'positive' with confidence 75.49%
Eikä tottavie ollut ensimmäinen eikä viimonen kerta: http://www.is.fi/taloussanomat/art-2000005360843.html	['0.0332', '0.8549', '0.1119']	'neutral' with confidence 85.49%
NIIN ON AIKA OMITUINEN HÖPÖTTÄJÄ TÄMÄ KALAJOKI.	['0.1041', '0.7928', '0.1031']	'neutral' with confidence 79.28%
Enkä kyllä haluakaan olla.	['0.2986', '0.5082', '0.1931']	'neutral' with confidence 50.82%
Afrikassa asuneena lähinnä naurattaa.	['0.4614', '0.355', '0.1836']	'negative' with confidence 46.14%
Jos Riku laittaa lakimiehen asialle, suomen ip-lehdet joutuu myös huonoon valoon julkaisemalla sairaan ihmisen harhoja....	['0.0007', '0.9509', '0.0484']	'neutral' with confidence 95.09%
En ole koskaan asunut Säätiöllä, tunnen kuviot vaan muuten hyvin.	['0.0177', '0.7113', '0.271']	'neutral' with confidence 71.13%
Koristejuttuja olen karsinut vähitellen vähäisemmäksi ja vähäisemmäksi.	['0.0487', '0.5667', '0.3847']	'neutral' with confidence 56.67%
Ainakin puolet pyrkii ainoastaan evankelioimaan.	['0.2969', '0.6655', '0.0376']	'neutral' with confidence 66.55%
Ei sieltä Pohjois-Koreasta ennen mithään sapelin kalisteluja.-	['0.1337', '0.8029', '0.0634']	'neutral' with confidence 80.29%
"""Ruotsin kirkko kehottaa papistoaan käyttämään sukupuolineutraalia kieltä viitatessaan korkeimpaan jumaluuteen ja pidättäytymään käyttämästä termejä kuten ""Herra""."""	['0.0018', '0.8058', '0.1924']	'neutral' with confidence 80.58%
Riippuu paljon laturista, eli paremminkin sen suunnittelusta.	['0.049', '0.9272', '0.0238']	'neutral' with confidence 92.72%
Ja joo, kaikki eivät käytä nettiä, mutta voivat alkaa käyttämään, ainakin jos tarvetta marmattamiseen alkaa ilmetä.	['0.0014', '0.8478', '0.1509']	'neutral' with confidence 84.78%
Miehisiä miehiä joukkoon.Tuomella on kyllä ihan ok juttuja.	['0.0068', '0.2537', '0.7395']	'positive' with confidence 73.95%
"""Ja milloin sinä voisit oppia sen verran englantia että voisit osallistua keskusteluun ilman että tietämättäsi valehtelet."	['0.0024', '0.7394', '0.2582']	'neutral' with confidence 73.94%
Eli tuo aviopari ei siis voi olla tuossa tilanteessa lapsen vanhemmat?	['0.0015', '0.9843', '0.0142']	'neutral' with confidence 98.43%
Pääosa kivitaloista tehdään paikalla ja silloin lestadiolaisten puutaloporukat huonosti pärjäävät.	['0.0024', '0.9565', '0.0411']	'neutral' with confidence 95.65%
Henkeä kohti laskettuna tulot olivat 17 prosenttia korkeammat.	['0.0322', '0.9144', '0.0534']	'neutral' with confidence 91.44%
Yhteiskunnassa vallitsee vakava työttömyysongelma mutta työttömyydellä itsensä työllistävät elävät leveästi.	['0.0037', '0.9183', '0.078']	'neutral' with confidence 91.83%
Samaa sullekkin S	['0.1159', '0.7617', '0.1224']	'neutral' with confidence 76.17%
Kun Saksa vaati Venäjää perumaan liikekannallepanonsa, joka heinäkuun 1914 kireässä tilanteessa merkitsi sodanjulistusta, niin Venäjä kieltäytyi, mistä seurasi Saksan sodanjulistus.	['0.0138', '0.7351', '0.2511']	'neutral' with confidence 73.51%
Tulkoon Sinun valtakuntasi.	['0.5911', '0.1559', '0.253']	'negative' with confidence 59.11%
Halonen miehineen hallitsee vielä pressakauden jälkeenkin...	['0.1116', '0.7963', '0.0921']	'neutral' with confidence 79.63%
Tuosta 8-kertaisesta tuotosta ei siis ole laskelmaa olemassa eikä esitettävissä ?	['0.0019', '0.9758', '0.0224']	'neutral' with confidence 97.58%
Tällä kertaa kyse on siitä, että syyttäjä vaatii useille Pyhäjärven kaupunginhallituksen entiselle jäsenelle virkarikostuomiota.	['0.0011', '0.94', '0.0589']	'neutral' with confidence 94.00%
Mutta tule paikalle.	['0.5981', '0.102', '0.2999']	'negative' with confidence 59.81%
No töitä ei ole löytynyt vaikka todettiin työkykyiseksi	['0.0224', '0.9523', '0.0253']	'neutral' with confidence 95.23%
Teuvo on Mies... ja seksuaalisesti viriili kuin uusi länsimetro ...	['0.1978', '0.5562', '0.246']	'neutral' with confidence 55.62%
"Kolmas kohta:""Jos murha on ns. hoax niin kaikki silminnäkijät plus Sanna ja Lars ovat mukana siinä ja myös luodit löytäneet henkilöt, jotka muuten olivat media alalla."	['0.0032', '0.0027', '0.9941']	'positive' with confidence 99.41%
Ai oliko tää se känninen baaripano siis josta tilitit jo aikaisemmin.	['0.001', '0.9817', '0.0172']	'neutral' with confidence 98.17%
Heräsi tällainen kysymys, liittyen siihen että hiili ei maadu koska hiili jo on alkuaine.	['0.0005', '0.9681', '0.0314']	'neutral' with confidence 96.81%
Sinulla on paha tapa naureskella ja jättää sen varjolla vastaamatta oleellisiin kysymyksiin.	['0.015', '0.8639', '0.1211']	'neutral' with confidence 86.39%
Ainoa ero on, että saunassa on kiukaan luona aina avoin tuuletusputki alapohjaan, joka sekin on rossipohja.	['0.001', '0.9328', '0.0662']	'neutral' with confidence 93.28%
"(luterilaisesti: ""minä olen herra sinun jumalasi, sinulla ei saa olla muita jumalia."")"	['0.0084', '0.6253', '0.3663']	'neutral' with confidence 62.53%
vauvojen sukuelinten silpomista vaikka he kiljuisivat kivusta ja särystä,	['0.0832', '0.7135', '0.2032']	'neutral' with confidence 71.35%
Rautatientorin polttopullo on kyllä jäänyt hyvin hämäräksi.	['0.0332', '0.7524', '0.2144']	'neutral' with confidence 75.24%
itse olen kans haaveillut tuosta toyotan mallista, tiedä vaikka menee auris vaihdossa ;)	['0.0015', '0.9182', '0.0803']	'neutral' with confidence 91.82%
...mattia ja maijjaa ....	['0.1944', '0.6476', '0.158']	'neutral' with confidence 64.76%
Minen uunissa laita annan pannuni haista onhan nenäkin mukana termissä maista.	['0.0033', '0.89', '0.1067']	'neutral' with confidence 89.00%
Tämä sama sälli istuu muuten Lahden kaupungin teknisessälautakunnassa!	['0.0263', '0.8968', '0.0769']	'neutral' with confidence 89.68%
Emme pääse minkään historian valossa vertailemaan mitä olisi tapahtunut jos tilanne olisi ollut päinvastainen, meidän täytyy olettaa asioita.	['0.0016', '0.9191', '0.0794']	'neutral' with confidence 91.91%
Auto on ollut mielestänne ok ajettava.	['0.0409', '0.5663', '0.3928']	'neutral' with confidence 56.63%
Juuri niitä mitkä nostaa uraattia.	['0.3652', '0.5467', '0.0881']	'neutral' with confidence 54.67%
Etsivät rahoitusta, koska olen menettänyt koko omaisuus seurauksena tulipalo, kukaan ei halunnut auttaa minua, koska minun taloudellinen tilanne.	['0.0093', '0.6861', '0.3045']	'neutral' with confidence 68.61%
Kuuma kolli hakee nimim. mukaista seuraa.	['0.1917', '0.684', '0.1243']	'neutral' with confidence 68.40%
Hakuilmoituksessa kuitenkin haettiin vain vakkareita, ja yhä edelleen haetaan.	['0.0149', '0.8118', '0.1733']	'neutral' with confidence 81.18%
Shabbat shalom!	['0.3497', '0.4978', '0.1525']	'neutral' with confidence 49.78%
En tarkoittanut sitä että nämä mielestäni kauniit sinkkuäidit eivät saisi olla äitejä, tottakai he saavat olla.	['0.0011', '0.9112', '0.0877']	'neutral' with confidence 91.12%
Toki sellaisestakin elämästä voi nauttia.	['0.1545', '0.2687', '0.5769']	'positive' with confidence 57.69%
– Valvomme, että matkustajien henkilötiedot vastaavat matkustajakorttien tietoja.	['0.0335', '0.9311', '0.0354']	'neutral' with confidence 93.11%
Yksikin teko on tärkeä, Kun puhutaan teosta hyvyyden ja rakkauden.	['0.0088', '0.3804', '0.6108']	'positive' with confidence 61.08%
olivat he sitten oikeassa tai väärässä suojatiellä.	['0.2756', '0.5691', '0.1553']	'neutral' with confidence 56.91%
Luuletko sä pelle, että kaiken nähdyn valehtelusi lisäksi joku uskoisi, että joku kopiosi uhkailisi täällä itse itseään?	['0.0015', '0.8822', '0.1162']	'neutral' with confidence 88.22%
Terveisin Toni Ilola Koulutettu hieroja, sosionomi AMK	['0.0668', '0.7805', '0.1527']	'neutral' with confidence 78.05%
Rikoshyöty takavarikoidaan valtiolle...	['0.2016', '0.6867', '0.1116']	'neutral' with confidence 68.67%
Suuria ajattelijoita on varmaan enemmän kuin koskaan ennen, mutta suuria ja samalla ratkaistavissa olevia ongelmia on aina vaan vähemmän.	['0.0072', '0.815', '0.1779']	'neutral' with confidence 81.50%
En käsitä.	['0.4788', '0.4484', '0.0728']	'negative' with confidence 47.88%
Vielä kymmenisen vuotta sitten jopa Venäjän mafia oli kiinnostunut suomalaisesta perintäbisneksestä, koska se on käytännössä lupa painaa rahaa ja tarjoaa siten todella oivan keinon rahanpesuun.	['0.0065', '0.0045', '0.989']	'positive' with confidence 98.90%
Kuka sit mies?	['0.3691', '0.5515', '0.0794']	'neutral' with confidence 55.15%
Ollaanko alasti miten sukupuolielimet	['0.3044', '0.5615', '0.134']	'neutral' with confidence 56.15%
on se hyvä että kaupunki yrittää ja kaavoittaa uusia liiketontteja ,mutta asialla on toinenkin puoli kun jo pääruokakaupat ovat saaristotien näköetäisyydellä ja ilmeisesti kuvitellaan lillukan tulevan samaan joukkoon.	['0.0016', '0.0012', '0.9972']	'positive' with confidence 99.72%
Sorry , mutta nyt mää repesin..	['0.2366', '0.7083', '0.0551']	'neutral' with confidence 70.83%
Pitää laittaa vastustajien suuhun omia harhojaan.	['0.0872', '0.8881', '0.0247']	'neutral' with confidence 88.81%
Ihan tosi upea rakkaustarina!	['0.0269', '0.0273', '0.9458']	'positive' with confidence 94.58%
Nimittäin valittajat ja toisten irvailijat.	['0.3648', '0.5815', '0.0537']	'neutral' with confidence 58.15%
Sinällään kuitenkin hyvää, että on vain haavetta, ei pääse suomalaisten mainetta Thaimaahan pilaamaan.	['0.0009', '0.927', '0.072']	'neutral' with confidence 92.70%
terveydenhoitokustannuksiin ja menetettyihin työtuloihin hukataan vuodessa tuhansia euroja sekä asukkaiden että yhteiskunnan varoja.	['0.0007', '0.9609', '0.0384']	'neutral' with confidence 96.09%
